Operating_Temperature_C,Current_Density_mA_cm2,Cell_Voltage_V,Cathode_Pressure_bar,Anode_Pressure_bar,Anode_Catalyst_Type,Anode_Catalyst_Loading_mg_cm2,Cathode_Catalyst_Type,Cathode_Catalyst_Loading_mg_cm2,Membrane_Type,Membrane_Thickness_um,Membrane_Water_Content_lambda,Water_Flow_Rate_mL_min,Water_Flow_Rate_L_min,Power_Density_W_cm2,H2_Production_Rate_mL_min,H2_Production_Rate_NL_h,Energy_Efficiency_percent,Temp_x_CurrentDensity,CurrentDensity_per_MembraneThickness,Pressure_Differential,Anode_Catalyst_Activity,Membrane_Resistance_Index,Power_per_Temperature,Cathode_Catalyst_Efficiency,Voltage_per_Temperature,Current_Efficiency,Total_Catalyst_Loading
60.6,1190.99,1.56,17.22,2.37,IrO2,2.14,Pt/C,0.19,Nafion_115,135.04,19.48,21787.51,21.79,1.86,207.38,12.44,94.83,72173.994,8.819534952606636,14.849999999999998,3.922800566835744,6.93223819301848,0.030693069306930693,3.2718,0.02574257425742574,0.17412404806085693,2.33
48.68,2979.23,2.12,13.45,2.34,IrO2,2.08,Pt/C,0.11,Nafion_115,131.14,16.11,62039.34,62.04,6.31,518.74,31.12,69.85,145028.9164,22.7179350312643,11.11,3.3843704057343897,8.14028553693358,0.12962202136400985,1.4795,0.043549712407559574,0.17411881593566123,2.19
64.96,2522.67,1.92,10.14,3.95,Ir_black,2.2,Pt/C,0.09,Nafion_115,132.45,17.72,29352.6,29.35,4.85,439.25,26.35,77.04,163872.6432,19.04620611551529,6.19,4.212504484991278,7.474604966139955,0.07466133004926108,0.9126,0.02955665024630542,0.1741210701360067,2.29
45.77,6225.97,2.5,8.02,3.15,IrO2,0.91,Pt/C,0.09,Nafion_212,48.61,17.29,73701.48,73.7,15.56,1084.07,65.04,59.2,284962.64690000005,128.08002468627856,4.869999999999999,1.4381956693598068,2.8114517061885484,0.3399606729298667,0.7217999999999999,0.054620930740659816,0.17412065911014668,1.0
66.35,1371.05,1.68,17.06,2.83,IrRuOx,1.29,Pt/C,0.18,Nafion_115,126.25,17.05,27602.37,27.6,2.3,238.73,14.32,88.3,90969.1675,10.85980198019802,14.229999999999999,2.5046330038971525,7.404692082111437,0.0346646571213263,3.0707999999999998,0.025320271288620952,0.1741220232668393,1.47
55.94,2475.3,1.95,20.1,2.12,IrO2,1.75,Pt/C,0.09,Nafion_115,119.83,18.63,42992.51,42.99,4.82,431.0,25.86,76.04,138468.282,20.656763748643915,17.98,3.0618392207444276,6.432098765432099,0.0861637468716482,1.8090000000000002,0.03485877726135145,0.17412030864945663,1.84
74.1,5981.17,2.5,17.55,3.55,IrO2,2.1,Pt/C,0.07,Nafion_212,48.43,20.39,57194.27,57.19,14.95,1041.44,62.49,59.2,443204.697,123.50134214329961,14.0,4.405868246484655,2.375183913683178,0.2017543859649123,1.2285000000000001,0.033738191632928474,0.1741197792405165,2.17
43.45,4861.6,2.5,15.71,4.27,IrRuOx,1.27,Pt/C,0.05,Nafion_212,51.48,17.09,84861.64,84.86,12.15,846.5,50.79,59.2,211236.52000000002,94.43667443667445,11.440000000000001,1.9611222785477793,3.0122878876535983,0.27963176064441886,0.7855000000000001,0.05753739930955121,0.1741196313970709,1.32
54.05,4506.1,2.42,5.13,3.54,IrRuOx,1.35,Pt/C,0.11,Nafion_117,186.48,18.31,61871.99,61.87,10.92,784.6,47.08,61.04,243554.70500000002,24.16398541398542,1.5899999999999999,2.3177678582059604,10.184598580010924,0.20203515263644775,0.5643,0.04477335800185014,0.17411952686358492,1.4600000000000002
41.76,1976.72,1.89,26.3,1.08,IrO2,1.66,Pt/C,0.11,Nafion_212,46.68,18.49,28402.04,28.4,3.73,344.19,20.65,78.33,82547.8272,42.34618680377035,25.22,2.5203999578656884,2.5246078961600866,0.08931992337164751,2.8930000000000002,0.04525862068965517,0.1741217774899834,1.77
73.56,1646.26,1.72,20.64,2.91,IrO2,1.09,Pt/C,0.2,Nafion_117,178.17,22.98,32530.89,32.53,2.84,286.65,17.2,85.8,121098.88560000001,9.239827131391369,17.73,2.274539686306993,7.753263707571801,0.03860793909733551,4.128,0.02338227297444263,0.17412194914533546,1.29
71.79,3643.49,2.21,11.9,1.45,IrO2,1.89,Pt/C,0.07,Nafion_212,49.55,22.59,74809.85,74.81,8.06,634.41,38.06,66.92,261566.1471,73.53158425832493,10.450000000000001,3.874733278461508,2.1934484285081894,0.11227190416492547,0.8330000000000001,0.030784231787156984,0.1741215153602727,1.96
50.27,5450.41,2.5,27.05,2.02,IrO2,1.81,Pt/C,0.09,Nafion_117,173.02,21.03,80196.15,80.2,13.63,949.03,56.94,59.2,273992.1107,31.50161831002196,25.03,2.992253687969523,8.227294341417023,0.27113586632186193,2.4345,0.04973145016908693,0.174120845954708,1.9000000000000001
65.42,3117.98,2.13,16.84,1.49,IrRuOx,1.25,Pt/C,0.19,Nafion_117,182.96,17.31,74969.47,74.97,6.65,542.9,32.57,69.36,203978.25160000002,17.04186707477044,15.35,2.4045037740547763,10.569612940496825,0.10165087129318251,3.1996,0.03255885050443289,0.174119141238879,1.44
69.97,3183.57,2.04,16.52,2.82,IrO2,1.15,Pt/C,0.19,Nafion_115,123.38,15.29,47057.9,47.06,6.49,554.32,33.26,72.61,222754.3929,25.802966445128874,13.7,2.3151209731082525,8.069326357096141,0.09275403744461913,3.1388,0.02915535229384022,0.17411899220057986,1.3399999999999999
62.07,2052.2,1.91,19.53,3.06,IrO2,1.2,Pt/C,0.09,Nafion_115,126.02,17.94,40629.82,40.63,3.92,357.33,21.44,77.49,127380.05399999999,16.284716711633074,16.470000000000002,2.2322756964231503,7.024526198439241,0.06315450298050587,1.7577,0.03077170936039955,0.1741204560958971,1.29
61.21,4200.49,2.31,20.95,1.68,IrO2,2.36,Pt/C,0.11,Nafion_117,177.74,17.53,65832.42,65.83,9.72,731.39,43.88,63.99,257111.99289999998,23.632778215370763,19.27,4.352548863081526,10.139189960068453,0.158797582094429,2.3045,0.03773893154713282,0.17412016217155618,2.4699999999999998
49.47,1713.08,1.68,17.78,2.28,Ir_black,2.53,Pt/C,0.08,Nafion_117,176.05,19.24,38541.19,38.54,2.88,298.28,17.9,87.94,84746.0676,9.730644703209315,15.500000000000002,4.149215593402926,9.150207900207901,0.05821710127349909,1.4224,0.03395997574287447,0.17411913045508673,2.61
40.18,2204.7,1.88,8.21,2.45,Ir_black,2.91,Pt/C,0.23,Nafion_115,126.96,20.87,50221.2,50.22,4.15,383.88,23.03,78.59,88584.84599999999,17.365311909262758,5.760000000000001,4.349031084883887,6.083373263057019,0.10328521652563466,1.8883000000000003,0.04678944748631159,0.1741189277452715,3.14
72.48,2580.14,1.9,12.72,2.25,IrO2,2.05,Pt/C,0.05,Nafion_212,49.35,21.5,27294.11,27.29,4.89,449.25,26.96,78.02,187008.5472,52.28247213779128,10.47,4.231852299828643,2.2953488372093025,0.06746688741721854,0.6360000000000001,0.026214128035320087,0.17411845868828824,2.0999999999999996
72.6,2908.39,2.05,24.41,1.7,IrRuOx,1.07,Pt/C,0.23,Nafion_117,178.14,21.39,68827.59,68.83,5.96,506.41,30.38,72.25,211149.11399999997,16.32642865162232,22.71,2.2114726442405455,8.328190743338007,0.08209366391184574,5.6143,0.028236914600550965,0.17412038963137683,1.3
64.58,1922.53,1.75,10.55,2.36,IrO2,1.86,Pt/C,0.15,Nafion_117,176.36,18.26,40038.36,40.04,3.37,334.75,20.09,84.33,124156.9874,10.901168065320933,8.190000000000001,3.5479731178913916,9.658269441401972,0.05218333849489006,1.5825,0.02709817280891917,0.17411951959137179,2.0100000000000002
53.97,1385.58,1.65,13.29,3.27,IrO2,2.36,Pt/C,0.12,Nafion_115,128.6,20.29,27926.78,27.93,2.29,241.26,14.48,89.57,74779.75259999999,10.77433903576983,10.02,4.048561444119544,6.33809758501725,0.04243098017417084,1.5947999999999998,0.030572540300166758,0.1741220283202702,2.48
54.4,3361.47,2.03,14.24,1.53,IrRuOx,1.05,Pt/C,0.04,Nafion_117,188.27,17.91,41773.78,41.77,6.84,585.3,35.12,72.75,182863.968,17.854517448345458,12.71,1.809028867811432,10.512004466778336,0.12573529411764706,0.5696,0.037316176470588235,0.17412025096163286,1.09
67.39,2082.02,1.8,14.36,1.57,Ir_black,2.33,Pt/C,0.11,Nafion_212,50.42,15.17,42512.09,42.51,3.75,362.52,21.75,82.27,140307.3278,41.29353431178104,12.79,4.571165785076545,3.3236651285431775,0.055646238314289956,1.5796,0.026710194390859178,0.17411936484759993,2.44
72.48,3226.69,1.96,17.02,2.22,Ir_black,1.63,Pt/C,0.1,Nafion_212,52.99,20.38,68888.65,68.89,6.32,561.83,33.71,75.57,233870.49120000002,60.89243253444046,14.799999999999999,3.3648386579125305,2.6000981354268893,0.08719646799116998,1.702,0.02704194260485651,0.17411960863919373,1.73
72.12,1574.55,1.62,25.02,4.16,IrRuOx,0.93,Pt/C,0.06,Nafion_115,120.05,13.87,21274.88,21.27,2.55,274.16,16.45,91.31,113556.546,13.115785089546023,20.86,1.9129170095607968,8.655371304974766,0.03535773710482529,1.5011999999999999,0.022462562396006656,0.17411958972404817,0.99
68.93,2799.85,2.02,10.89,3.01,IrO2,1.97,Pt/C,0.15,Nafion_117,180.79,18.61,67866.79,67.87,5.66,487.51,29.25,73.16,192993.66050000003,15.486752585873113,7.880000000000001,3.924871228810843,9.714669532509403,0.08211228782823153,1.6335,0.029305092122443057,0.17412004214511492,2.12
64.86,3013.53,2.08,8.02,3.04,IrRuOx,0.74,Pt/C,0.26,Nafion_212,46.71,18.04,29236.09,29.24,6.26,524.72,31.48,71.24,195457.5558,64.51573538856776,4.9799999999999995,1.4155171016735906,2.5892461197339247,0.09651557200123342,2.0852,0.032069071847055194,0.174121379246266,1.0
39.43,996.44,1.62,9.95,2.23,IrO2,1.21,Pt/C,0.13,Nafion_115,119.62,20.33,11645.9,11.65,1.62,173.5,10.41,91.3,39289.6292,8.330045142952685,7.719999999999999,1.7948480375476301,5.883915395966553,0.04108546791782907,1.2934999999999999,0.04108546791782907,0.17411986672554292,1.3399999999999999
45.0,2250.74,1.83,22.99,2.79,IrRuOx,0.78,Pt/C,0.16,Nafion_212,47.78,20.79,36756.04,36.76,4.13,391.9,23.51,80.68,101283.29999999999,47.10632063624947,20.2,1.2232835046823316,2.2982202982202984,0.09177777777777778,3.6784,0.04066666666666667,0.1741205114762256,0.9400000000000001
72.53,1482.67,1.68,17.59,1.2,IrO2,1.28,Pt/C,0.05,Nafion_115,132.96,17.84,24942.14,24.94,2.49,258.16,15.49,88.3,107538.05510000001,11.151248495788208,16.39,2.6436487836398954,7.452914798206279,0.034330621811664144,0.8795000000000001,0.023162829174134838,0.1741183135829281,1.33
63.74,1080.74,1.59,11.77,2.91,IrRuOx,0.68,Pt/C,0.1,Nafion_212,52.85,21.12,19210.86,19.21,1.72,188.18,11.29,92.81,68886.3676,20.449195837275308,8.86,1.2862583748291743,2.5023674242424243,0.026984625039221836,1.177,0.02494508942579228,0.17412143531284122,0.78
29.77,6415.75,2.5,21.05,3.98,IrO2,1.53,Pt/C,0.05,Nafion_115,128.22,17.76,55010.98,55.01,16.04,1117.11,67.03,59.2,190996.8775,50.037045702698485,17.07,2.0605392809378955,7.219594594594594,0.5387974470943903,1.0525,0.08397715821296607,0.17411993921209523,1.58
40.85,2200.0,1.95,22.23,2.84,IrO2,2.41,Pt/C,0.14,Nafion_115,119.34,18.86,54058.68,54.06,4.29,383.07,22.98,75.88,89870.0,18.434724317077258,19.39,3.6259877991466007,6.327677624602333,0.10501835985312118,3.1122000000000005,0.04773561811505508,0.17412272727272726,2.5500000000000003
65.52,4457.51,2.41,21.83,3.77,Ir_black,2.14,Pt/C,0.23,Nafion_212,49.41,20.53,42589.59,42.59,10.76,776.14,46.57,61.32,292056.0552,90.21473385954262,18.06,4.120629030584446,2.4067218704335116,0.16422466422466422,5.0209,0.036782661782661784,0.17411963181237955,2.37
28.54,1965.45,1.82,24.06,3.18,IrO2,1.19,Pt/C,0.15,Nafion_115,128.51,20.32,22758.07,22.76,3.58,342.22,20.53,81.21,56093.943,15.2941405338106,20.88,1.5830499068001653,6.324311023622046,0.12543798177995796,3.6089999999999995,0.06377014716187807,0.1741178864890992,1.3399999999999999
44.95,3709.27,2.22,11.12,1.69,IrRuOx,0.49,Pt/C,0.05,Nafion_115,127.88,23.25,31270.56,31.27,8.23,645.86,38.75,66.68,166731.6865,29.00586487331874,9.43,0.768088830447851,5.500215053763441,0.18309232480533927,0.5559999999999999,0.04938820912124583,0.17412051427908995,0.54
61.85,4144.78,2.31,19.68,3.92,IrO2,1.93,Pt/C,0.09,Nafion_117,170.78,17.16,69240.96,69.24,9.58,721.69,43.3,64.02,256354.64299999998,24.269703712378497,15.76,3.5823535582624633,9.952214452214452,0.15489086499595797,1.7711999999999999,0.03734842360549717,0.17412021868470706,2.02
66.38,3292.13,2.0,14.67,1.52,IrO2,1.48,Pt/C,0.12,Nafion_115,122.55,20.15,77443.38,77.44,6.58,573.23,34.39,74.05,218531.5894,26.86356589147287,13.15,2.8743946276331442,6.0818858560794045,0.0991262428442302,1.7604,0.030129557095510698,0.17412131355687654,1.6
65.17,2761.32,1.97,21.71,2.64,IrO2,2.18,Pt/C,0.1,Nafion_115,126.68,19.85,49922.58,49.92,5.43,480.8,28.85,75.22,179955.2244,21.79760025260499,19.07,4.182984039128588,6.381863979848866,0.08332054626361822,2.1710000000000003,0.030228632806506058,0.1741196239479669,2.2800000000000002
48.56,2528.15,1.91,19.13,1.75,IrO2,1.87,Pt/C,0.19,Nafion_117,182.68,22.07,52502.51,52.5,4.83,440.2,26.41,77.53,122766.964,13.839227063717976,17.38,3.0390301377052964,8.277299501585864,0.0994645799011532,3.6347,0.039332784184514,0.17411941538278977,2.06
66.98,2294.85,1.82,20.14,1.22,Ir_black,2.63,Pt/C,0.19,Nafion_117,169.02,16.47,19259.15,19.26,4.18,399.58,23.97,81.29,153709.053,13.577387291444799,18.92,5.138616327227897,10.262295081967215,0.06240668856375037,3.8266,0.02717229023589131,0.17412031287447982,2.82
49.23,5452.1,2.5,17.77,2.37,IrO2,1.32,Pt/C,0.14,Nafion_115,126.19,20.7,89341.52,89.34,13.63,949.32,56.96,59.2,268406.883,43.20548379427847,15.399999999999999,2.1596188258255347,6.096135265700483,0.2768637009953281,2.4878,0.05078204346942921,0.1741200638286165,1.46
53.38,4600.22,2.5,9.49,2.09,Ir_black,2.43,Pt/C,0.09,Nafion_212,50.43,19.61,70778.53,70.78,11.5,800.99,48.06,59.2,245559.74360000002,91.21990878445371,7.4,4.144123295760184,2.57164711881693,0.215436493068565,0.8541,0.04683402023229674,0.17411993339448983,2.52
67.98,5909.55,2.5,15.93,2.52,IrRuOx,0.73,Pt/C,0.07,Nafion_115,131.25,17.6,93689.15,93.69,14.77,1028.97,61.74,59.2,401731.20900000003,45.02514285714286,13.41,1.440642587196015,7.457386363636363,0.21726978523095025,1.1151,0.03677552221241542,0.17411985684189152,0.8
65.1,1433.45,1.65,27.42,2.75,IrO2,2.52,Pt/C,0.05,Nafion_117,183.46,19.04,14695.9,14.7,2.36,249.59,14.98,89.91,93317.595,7.813419819034122,24.67,4.8319924663903056,9.635504201680673,0.036251920122887867,1.3710000000000002,0.02534562211981567,0.1741183857127908,2.57
70.89,3975.02,2.28,24.78,1.42,IrRuOx,1.11,Pt/C,0.09,Nafion_115,129.91,18.07,72970.34,72.97,9.07,692.13,41.53,64.86,281789.1678,30.598260334077438,23.36,2.255248159197213,7.189263973436635,0.12794470306108055,2.2302,0.032162505289885734,0.17411987864212003,1.2000000000000002
65.34,5552.1,2.5,5.19,1.7,IrRuOx,0.79,Pt/C,0.1,Nafion_117,176.0,19.68,88308.57,88.31,13.88,966.73,58.0,59.2,362774.21400000004,31.546022727272728,3.49,1.5184311542516493,8.94308943089431,0.21242730333639426,0.519,0.03826140189776553,0.17411970245492694,0.89
62.5,1689.39,1.78,9.18,2.7,IrRuOx,0.74,Pt/C,0.15,Nafion_115,117.46,21.79,33245.7,33.25,3.01,294.16,17.65,83.04,105586.875,14.382683466712074,6.4799999999999995,1.3825020084998445,5.390546122074346,0.048159999999999994,1.377,0.028480000000000002,0.17412202037421792,0.89
40.23,1102.17,1.63,8.31,2.19,IrO2,1.19,Pt/C,0.15,Nafion_117,178.03,19.62,17292.43,17.29,1.79,191.91,11.51,91.01,44340.2991,6.190922878166601,6.120000000000001,1.7793592135854084,9.073904179408766,0.044494158588118324,1.2465,0.040517027094208305,0.17412014480524782,1.3399999999999999
55.17,4033.2,2.25,19.08,3.2,IrO2,1.93,Pt/C,0.05,Nafion_117,185.01,19.97,47104.64,47.1,9.08,702.26,42.14,65.77,222511.644,21.79990270796173,15.879999999999999,3.3508699641586825,9.26439659489234,0.16458220047127062,0.954,0.040783034257748776,0.1741198056134087,1.98
50.62,3196.33,2.13,21.1,2.96,Ir_black,1.74,Pt/C,0.1,Nafion_117,186.97,19.32,56959.8,56.96,6.81,556.55,33.39,69.5,161798.2246,17.09541637695887,18.14,2.88661666807066,9.677536231884059,0.13453180561043065,2.1100000000000003,0.0420782299486369,0.17412157067636946,1.84
49.57,4680.99,2.46,10.31,3.64,Ir_black,2.27,Pt/C,0.06,Nafion_117,183.55,14.98,56297.88,56.3,11.5,815.05,48.9,60.24,232036.67429999998,25.502533369654042,6.67,3.7265386669373695,12.253004005340454,0.23199515836191245,0.6186,0.04962679039741779,0.17411915000886563,2.33
76.15,1507.98,1.73,15.34,3.08,Ir_black,1.81,Pt/C,0.06,Nafion_117,182.15,17.23,32967.74,32.97,2.6,262.57,15.75,85.77,114832.67700000001,8.278781224265716,12.26,3.876089735280694,10.571677307022634,0.03414313854235062,0.9204,0.022718319107025604,0.17412034642369262,1.87
56.19,4361.65,2.39,21.68,2.38,IrO2,1.87,Pt/C,0.19,Nafion_117,181.9,19.16,75564.59,75.56,10.42,759.45,45.57,61.96,245081.11349999998,23.978284771852664,19.3,3.279983627823914,9.4937369519833,0.18544224951058907,4.1192,0.04253425876490479,0.1741198858230257,2.06
72.29,1770.96,1.8,19.22,3.02,IrRuOx,1.37,Pt/C,0.04,Nafion_115,124.22,17.89,20897.82,20.9,3.18,308.36,18.5,82.34,128022.69840000001,14.256641442601836,16.2,2.8227476084586485,6.943543879262157,0.04398948678932079,0.7687999999999999,0.024899709503389125,0.17412025116321092,1.4100000000000001
64.52,1615.33,1.69,15.89,2.05,IrO2,2.09,Pt/C,0.1,Nafion_115,126.35,16.74,39830.75,39.83,2.73,281.26,16.88,87.56,104221.09159999999,12.784566679857539,13.84,3.984309673432123,7.54778972520908,0.042312461252324865,1.5890000000000002,0.026193428394296343,0.1741192202212551,2.19
69.35,1617.96,1.78,16.65,2.11,IrO2,2.05,Pt/C,0.06,Nafion_117,188.35,19.23,26034.58,26.03,2.88,281.72,16.9,83.21,112205.526,8.59017786036634,14.54,4.10144681492143,9.794591783671347,0.041528478731074264,0.9989999999999999,0.02566690699351118,0.1741204974164998,2.11
60.27,4489.13,2.39,15.38,3.41,IrO2,1.19,Pt/C,0.21,Nafion_212,47.17,17.99,46092.31,46.09,10.74,781.65,46.9,61.87,270559.8651,95.1691753232987,11.97,2.1741837508197452,2.6220122290161205,0.17819810851169735,3.2298,0.039654886344781815,0.17412059797778187,1.4
62.79,3626.09,2.28,11.99,2.42,IrRuOx,0.51,Pt/C,0.13,Nafion_117,188.07,17.46,63512.5,63.51,8.29,631.38,37.88,64.77,227682.1911,19.280533843781573,9.57,0.9555725844841486,10.77147766323024,0.1320273928969581,1.5587,0.036311514572384136,0.17412143658872228,0.64
59.91,2973.12,2.0,16.24,3.44,IrO2,1.94,Pt/C,0.07,Nafion_115,125.39,18.98,38927.57,38.93,5.94,517.68,31.06,74.02,178119.6192,23.71098173698062,12.799999999999999,3.531730484541452,6.606427818756586,0.09914872308462695,1.1368,0.033383408446002336,0.17412011624152404,2.01
46.98,2330.98,1.99,18.37,3.54,IrO2,1.46,Pt/C,0.12,Nafion_117,186.63,16.2,47531.18,47.53,4.63,405.87,24.35,74.52,109509.44039999999,12.489846219793174,14.830000000000002,2.3355243705096425,11.52037037037037,0.09855257556406982,2.2044,0.04235845040442742,0.1741198980686235,1.58
67.29,4956.67,2.49,22.58,3.69,Ir_black,2.04,Pt/C,0.16,Nafion_117,172.97,22.22,102451.54,102.45,12.36,863.06,51.78,59.37,333534.32430000004,28.656240966641615,18.889999999999997,3.9982221821415824,7.784428442844285,0.18368256798930002,3.6128,0.03700401248328132,0.17412093199668324,2.2
51.36,2455.02,1.89,17.42,4.0,IrO2,0.78,Pt/C,0.25,Nafion_115,129.93,21.59,62596.1,62.6,4.64,427.47,25.65,78.28,126089.8272,18.89494343107827,13.420000000000002,1.3036116968905693,6.018063918480778,0.09034267912772585,4.355,0.036799065420560745,0.17412078109343307,1.03
32.76,4502.88,2.39,19.81,2.39,IrO2,1.31,Pt/C,0.07,Nafion_115,123.32,20.41,71546.38,71.55,10.76,784.04,47.04,61.96,147514.3488,36.51378527408369,17.419999999999998,1.8178002881404594,6.042136207741303,0.32844932844932845,1.3867,0.07295482295482296,0.17411967451941868,1.3800000000000001
64.97,2633.15,1.93,9.06,2.14,IrO2,0.79,Pt/C,0.21,Nafion_212,45.75,15.86,40372.26,40.37,5.09,458.48,27.51,76.5,171075.7555,57.555191256830604,6.92,1.5128233398351687,2.8846153846153846,0.0783438510081576,1.9026,0.02970601816222872,0.17411845128458311,1.0
45.94,2397.4,1.94,14.69,2.76,Ir_black,2.83,Pt/C,0.23,Nafion_115,128.09,20.86,46689.9,46.69,4.64,417.44,25.05,76.42,110136.556,18.716527441642594,11.93,4.480240426673789,6.1404602109300095,0.10100130605137135,3.3787,0.04222899434044406,0.17412196546258446,3.06
74.28,2725.79,1.99,2.95,2.25,IrRuOx,0.71,Pt/C,0.22,Nafion_212,53.03,21.09,31090.8,31.09,5.42,474.62,28.48,74.42,202471.6812,51.400905148029416,0.7000000000000002,1.4922867739498644,2.514461830251304,0.07296715131933225,0.649,0.02679052234787291,0.17412199765939415,0.9299999999999999
74.97,2126.28,1.8,11.01,2.81,IrO2,1.71,Pt/C,0.14,Nafion_117,175.78,20.8,34974.85,34.97,3.82,370.23,22.21,82.43,159407.2116,12.09625668449198,8.2,3.618984170286013,8.450961538461538,0.05095371481926104,1.5414,0.024009603841536616,0.17412100005643658,1.85
73.16,4070.62,2.27,19.09,3.12,IrRuOx,0.41,Pt/C,0.14,Nafion_117,172.5,15.96,66922.37,66.92,9.25,708.78,42.53,65.14,297806.55919999996,23.597797101449274,15.969999999999999,0.852145391608361,10.808270676691729,0.12643521049753964,2.6726,0.031027884089666485,0.17412089558838703,0.55
55.27,2888.13,2.13,28.11,3.07,IrRuOx,1.15,Pt/C,0.1,Nafion_117,179.54,20.04,30673.14,30.67,6.14,502.88,30.17,69.61,159626.9451,16.086276038765735,25.04,1.9986299930745635,8.959081836327345,0.11109100777998913,2.811,0.03853808576081056,0.17411958602971472,1.25
31.19,1885.91,1.9,7.35,2.26,IrO2,1.4,Pt/C,0.17,Nafion_117,179.56,21.3,28119.39,28.12,3.58,328.37,19.7,77.94,58821.532900000006,10.502951659612386,5.09,1.9124253181470114,8.430046948356807,0.11478037832638666,1.2495,0.06091696056428342,0.1741175347710124,1.5699999999999998
73.72,5152.17,2.5,13.77,1.82,IrRuOx,1.53,Pt/C,0.12,Nafion_115,129.74,19.67,110358.5,110.36,12.88,897.1,53.83,59.2,379817.9724,39.71149992292277,11.95,3.19781490829079,6.595831215048297,0.17471513836136734,1.6523999999999999,0.03391209983722192,0.17412080734913638,1.65
57.55,2423.13,1.91,20.67,2.39,IrRuOx,1.51,Pt/C,0.15,Nafion_115,131.75,20.06,52059.32,52.06,4.63,421.92,25.32,77.42,139451.1315,18.391878557874765,18.28,2.6848091646773176,6.567796610169492,0.08045178105994788,3.1005000000000003,0.03318853171155517,0.1741219001869483,1.66
75.72,3060.56,2.04,10.1,1.76,IrRuOx,0.79,Pt/C,0.1,Nafion_117,179.7,18.94,33094.08,33.09,6.26,532.91,31.97,72.4,231745.60319999998,17.031496939343352,8.34,1.6845149628305116,9.487856388595564,0.0826730058108822,1.01,0.02694136291600634,0.17412172935671902,0.89
75.53,5216.76,2.5,16.09,3.85,IrO2,2.39,Pt/C,0.16,Nafion_212,55.57,19.38,55535.61,55.54,13.04,908.34,54.5,59.2,394021.8828,93.87727190930359,12.24,5.086517267128912,2.867389060887513,0.17264663047795575,2.5744000000000002,0.03309943068979213,0.1741195684677846,2.5500000000000003
71.01,3425.66,2.08,19.22,2.2,Ir_black,3.38,Pt/C,0.19,Nafion_212,50.67,14.63,45240.87,45.24,7.11,596.48,35.79,71.3,243256.1166,67.60726268008683,17.02,6.875577977647038,3.4634313055365684,0.10012674271229403,3.6517999999999997,0.02929164906351218,0.1741211912448988,3.57
52.0,1396.17,1.67,17.08,1.79,IrRuOx,1.39,Pt/C,0.06,Nafion_117,178.27,20.01,30603.19,30.6,2.33,243.1,14.59,88.82,72600.84,7.831772031188646,15.29,2.3380184330814515,8.909045477261369,0.04480769230769231,1.0248,0.032115384615384615,0.17411919751892677,1.45
55.87,5569.72,2.5,9.74,1.32,IrO2,2.24,Pt/C,0.19,Nafion_117,171.94,15.5,63196.07,63.2,13.92,969.8,58.19,59.2,311180.2564,32.39339304408515,8.42,3.9164117545798547,11.09290322580645,0.24914981206371936,1.8506,0.04474673348845534,0.17412006348613573,2.43
70.95,3442.2,2.15,13.01,2.94,IrO2,1.29,Pt/C,0.12,Nafion_117,178.69,18.79,65112.15,65.11,7.4,599.36,35.96,68.81,244224.09,19.26352901673289,10.07,2.6225371272189153,9.509845662586482,0.10429880197322058,1.5612,0.0303030303030303,0.1741212015571437,1.4100000000000001
53.01,2244.67,1.91,20.3,2.91,IrO2,1.74,Pt/C,0.2,Nafion_117,178.32,17.75,24354.59,24.35,4.28,390.84,23.45,77.66,118989.9567,12.58787572902647,17.39,2.9564378459991816,10.046197183098592,0.08073948311639315,4.0600000000000005,0.03603093755895114,0.17411913555221925,1.94
45.48,1505.64,1.69,16.07,2.19,IrO2,0.91,Pt/C,0.1,Nafion_117,184.8,19.48,26294.07,26.29,2.54,262.16,15.73,87.75,68476.5072,8.147402597402598,13.88,1.434030943689663,9.486652977412732,0.055848724714160074,1.6070000000000002,0.037159190853122255,0.17411864721978693,1.01
62.12,4353.65,2.43,2.46,1.54,IrRuOx,0.52,Pt/C,0.09,Nafion_115,129.31,16.21,61963.17,61.96,10.57,758.06,45.48,60.96,270448.73799999995,33.66831644884386,0.9199999999999999,0.9678032491193455,7.977174583590376,0.1701545396007727,0.22139999999999999,0.03911783644558919,0.1741205655025094,0.61
74.07,3405.9,2.06,19.8,2.34,IrO2,2.94,Pt/C,0.22,Nafion_117,174.1,20.32,68494.29,68.49,7.01,593.04,35.58,71.91,252275.01299999998,19.562894887995405,17.46,6.166365357956937,8.56791338582677,0.09464020521128663,4.356,0.027811529634129882,0.17412137760944243,3.16
66.51,3017.25,1.96,4.79,2.13,IrO2,1.4,Pt/C,0.07,Nafion_117,180.86,21.0,38782.42,38.78,5.93,525.36,31.52,75.35,200677.29750000002,16.682793320800616,2.66,2.7225589721564383,8.612380952380953,0.08915952488347616,0.33530000000000004,0.029469252743948276,0.17411881680338057,1.47
62.56,5100.62,2.5,19.48,3.03,IrRuOx,1.26,Pt/C,0.2,Nafion_212,52.01,16.55,90231.93,90.23,12.75,888.12,53.29,59.2,319094.7872,98.0699865410498,16.45,2.3554027241113586,3.142598187311178,0.20380434782608695,3.8960000000000004,0.0399616368286445,0.17412000894008964,1.46
