City,Latitude,Longitude,Solar_Irradiance_kWh/m²/day,Wind_Speed_m/s,PV_Power_kW,Wind_Power_kW,System_Efficiency_%,Hydrogen_Production_kg/day,Feasibility_Score,Latitude_Band,Total_Renewable_Power_kW,PV_to_Wind_Ratio,Efficiency_Factor,H2_per_kW,Latitude_Abs
City 1111,46.06,-124.38,3.24,8.63,557.4,11595.53,70.61,164.91,3.57,Temperate,12152.93,0.04806610253239546,116.442951,0.013569567174335736,46.06
City 1112,-30.82,-4.58,4.88,9.45,867.46,16034.42,79.19,258.11,4.23,Subtropical,16901.88,0.05409649388665841,204.39730900000004,0.015271082270137997,30.82
City 1113,-30.9,-25.21,4.6,5.71,824.96,3576.02,70.81,60.24,2.88,Subtropical,4400.98,0.23062772922712202,42.655944,0.013687860431085806,30.9
City 1114,9.81,34.89,7.5,1.0,1328.76,18.38,79.14,19.98,2.14,Equatorial,1347.14,68.56346749226006,15.812172,0.014831420639280252,9.81
City 1115,17.08,179.84,5.78,10.82,1034.32,23489.73,74.91,360.28,4.81,Tropical,24524.05,0.044030985839946225,269.885748,0.014690885069961935,17.08
City 1116,15.41,97.0,5.22,3.05,920.58,546.0,74.48,20.83,2.28,Tropical,1466.58,1.6829616087751371,15.514184,0.01420311200207285,15.41
City 1117,-48.11,-36.77,3.57,6.16,619.95,4432.97,79.73,73.37,2.95,Temperate,5052.92,0.13981826670004532,58.49790100000001,0.014520316965239902,48.11
City 1118,54.07,117.92,3.47,12.17,605.51,35505.37,79.9,565.37,5.16,Temperate,36110.880000000005,0.01705355968520578,451.73063,0.015656500201601288,54.07
City 1119,-25.47,-118.54,6.05,5.59,1033.68,3256.75,76.5,65.34,3.12,Tropical,4290.43,0.3172987491366741,49.9851,0.015229242756553539,25.47
City 1120,-43.16,-169.03,3.68,8.16,627.41,10061.84,71.27,138.05,3.48,Subtropical,10689.25,0.06234919764201756,98.38823500000001,0.012914844352971444,43.16
City 1121,55.54,-106.4,2.32,10.76,410.74,24882.49,75.06,356.6,4.29,Temperate,25293.230000000003,0.016506527018517098,267.66396000000003,0.014098634298585036,55.54
City 1122,64.23,-57.45,2.91,13.13,507.81,44894.01,75.29,648.64,5.4,Polar,45401.82,0.011311056618541792,488.361056,0.014286651944789877,64.23
City 1123,52.08,3.81,2.66,8.37,467.65,10603.99,75.14,152.19,3.45,Temperate,11071.64,0.04409716557959979,114.355566,0.013745931045445843,52.08
City 1124,45.24,41.45,3.62,12.32,634.77,36573.67,75.69,555.85,5.16,Temperate,37208.439999999995,0.01735545392480643,420.722865,0.014938814957036632,45.24
City 1125,25.18,147.82,5.11,1.18,882.61,29.83,70.19,11.89,1.74,Tropical,912.44,28.628284138825823,8.345591,0.013030993818771645,25.18
City 1126,11.61,3.55,6.15,7.06,1075.18,6355.13,77.11,112.11,3.58,Equatorial,7430.31,0.16915638918650186,86.44802100000001,0.015088199550220649,11.61
City 1127,-48.69,0.46,3.94,6.77,687.68,5755.95,77.12,96.12,3.17,Temperate,6443.63,0.11945214045631801,74.127744,0.014917057621247651,48.69
City 1128,-6.9,-161.91,6.18,8.12,1073.75,9928.27,71.15,150.28,3.84,Equatorial,11002.02,0.1081398733240208,106.92422,0.013659309835830148,6.9
City 1129,-11.55,-167.43,6.05,5.51,1078.97,3285.52,75.7,60.74,3.09,Equatorial,4364.49,0.3283016686343001,45.98018,0.013916860847430056,11.55
City 1130,-26.23,18.42,5.16,4.94,899.89,2342.65,75.68,45.26,2.79,Tropical,3242.54,0.3839694493631728,34.252768,0.01395819326824033,26.23
City 1131,34.04,-22.26,4.69,9.06,825.91,14853.89,76.82,217.97,4.02,Subtropical,15679.8,0.05559852681507571,167.44455399999998,0.013901325272006021,34.04
City 1132,4.46,122.1,6.74,6.68,1205.52,5787.89,70.85,91.58,3.47,Equatorial,6993.41,0.20824717691992764,64.88443,0.01309518532446975,4.46
City 1133,-49.46,-122.16,3.76,10.55,670.97,22125.75,76.27,324.96,4.41,Temperate,22796.72,0.030323929180742767,247.84699199999994,0.014254682252534574,49.46
City 1134,-31.38,-171.01,5.23,4.56,934.88,1843.37,72.81,39.78,2.67,Subtropical,2778.25,0.5068831091375375,28.963818,0.014318365877800774,31.38
City 1135,28.82,-18.35,5.18,5.67,894.36,3649.97,75.07,63.91,3.0,Tropical,4544.33,0.24496503668887995,47.977236999999995,0.014063679354272246,28.82
City 1136,-50.1,-94.51,3.72,9.0,633.63,14157.94,77.73,224.32,3.89,Temperate,14791.57,0.04475123137749012,174.363936,0.015165394883707408,50.1
City 1137,50.66,-162.14,2.66,8.96,459.65,14055.56,77.06,211.16,3.7,Temperate,14515.21,0.032700034716886636,162.719896,0.014547498796090446,50.66
City 1138,4.37,80.86,6.72,6.31,1161.0,4996.83,71.19,85.79,3.37,Equatorial,6157.83,0.23230081855525297,61.073901000000006,0.01393185586480952,4.37
City 1139,2.48,-139.83,7.07,1.0,1265.55,18.23,75.91,19.44,2.05,Equatorial,1283.78,65.81123244929796,14.756903999999999,0.015142781473461186,2.48
City 1140,17.01,39.0,6.17,6.54,1089.59,5422.19,79.69,95.9,3.45,Tropical,6511.78,0.20091311571233905,76.42271000000001,0.014727156015713063,17.01
City 1141,47.21,-78.82,3.35,8.0,572.11,10071.72,71.57,150.25,3.41,Temperate,10643.83,0.05679796519708679,107.53392499999998,0.0141161593148331,47.21
City 1142,-14.78,-117.54,5.64,3.38,965.67,770.29,78.53,26.23,2.47,Equatorial,1735.96,1.252019344215535,20.598419,0.015109795156570427,14.78
City 1143,28.14,-43.29,4.74,4.96,813.69,2245.19,77.03,46.26,2.75,Tropical,3058.88,0.362253415784061,35.634078,0.015123182341249083,28.14
City 1144,13.55,108.52,6.32,4.82,1114.25,2126.08,77.74,48.63,2.96,Equatorial,3240.33,0.5238401940688644,37.804962,0.015007730694095972,13.55
City 1145,-25.29,-38.85,5.75,1.0,1019.24,19.36,72.82,14.25,1.82,Tropical,1038.6,50.06090373280943,10.37685,0.013720392836510689,25.29
City 1146,54.22,90.28,3.0,7.67,535.92,8341.87,72.88,119.41,3.25,Temperate,8877.79,0.0642368873061668,87.02600799999999,0.013450419530085751,54.22
City 1147,43.67,-134.82,4.4,6.18,788.92,4525.39,79.06,76.22,3.07,Subtropical,5314.31,0.1742934214683224,60.259532,0.014342407575019145,43.67
City 1148,25.6,98.2,5.27,7.89,906.5,9100.41,73.6,140.46,3.67,Tropical,10006.91,0.09959995209533468,103.37856,0.014036300916066998,25.6
City 1149,50.58,-94.7,3.4,7.04,588.11,6523.54,70.63,100.36,3.1,Temperate,7111.65,0.09013815533355608,70.88426799999999,0.014112055570788777,50.58
City 1150,52.75,63.86,3.2,8.74,552.02,12594.03,76.01,194.6,3.69,Temperate,13146.050000000001,0.043828398979597505,147.91546,0.014802925593619374,52.75
City 1151,32.09,23.68,5.13,11.06,890.02,25814.92,71.25,354.94,4.73,Subtropical,26704.94,0.034475625892859914,252.89475,0.013291173842742204,32.09
City 1152,48.81,154.49,3.75,11.37,671.08,27757.24,77.97,435.63,4.79,Temperate,28428.320000000003,0.024175884350016427,339.660711,0.015323803868818134,48.81
City 1153,30.67,-40.56,5.99,9.32,1052.91,15384.47,76.42,245.42,4.31,Subtropical,16437.38,0.06843534841639548,187.549964,0.01493060329565904,30.67
City 1154,28.42,-156.18,4.58,5.59,813.23,3252.24,78.75,59.43,2.93,Tropical,4065.47,0.24997540913058983,46.801125,0.014618236021911367,28.42
City 1155,20.42,-173.1,5.83,7.4,1019.62,7421.45,77.85,118.47,3.63,Tropical,8441.07,0.13736973640778988,92.228895,0.014034950545369249,20.42
City 1156,37.85,117.67,4.09,7.2,695.74,6755.42,71.12,96.64,3.24,Subtropical,7451.16,0.10297465225666848,68.73036800000001,0.012969792622893618,37.85
City 1157,-39.38,8.9,3.81,7.45,649.92,7598.53,73.81,120.27,3.32,Subtropical,8248.449999999999,0.08552107827720924,88.77128699999999,0.014580921263995055,39.38
City 1158,54.51,99.09,3.18,10.48,557.47,22029.87,77.75,345.47,4.35,Temperate,22587.34,0.025304039286691813,268.602925,0.015294851009459282,54.51
City 1159,53.34,-95.61,3.33,7.84,590.9,9437.02,74.17,138.28,3.38,Temperate,10027.92,0.06260847084452036,102.562276,0.01378949971679072,53.34
City 1160,-56.2,-55.77,4.53,13.35,779.03,43654.73,79.72,657.84,5.74,Temperate,44433.76,0.01784485106536988,524.430048,0.014804959112170566,56.2
City 1161,47.36,-169.16,3.59,8.34,636.75,10549.75,77.36,169.49,3.62,Temperate,11186.5,0.06035115987015141,131.117464,0.01515129844008403,47.36
City 1162,-43.25,166.14,3.41,9.87,606.92,18751.36,70.15,269.92,4.05,Subtropical,19358.28,0.03236499299288196,189.34888000000004,0.013943387532363414,43.25
City 1163,-16.43,60.43,5.99,9.28,1042.29,14884.78,78.8,245.47,4.32,Tropical,15927.07,0.0700191726600823,193.43036,0.015412125394061808,16.43
City 1164,36.66,155.95,3.4,10.24,602.8,21400.38,71.01,300.16,4.19,Subtropical,22003.18,0.028166407960608143,213.14361600000004,0.013641664523037125,36.66
City 1165,-39.1,-84.42,4.22,4.39,733.92,1641.31,71.41,31.35,2.46,Subtropical,2375.23,0.446882744427057,22.387035,0.013198721807993332,39.1
City 1166,46.34,40.13,3.76,9.75,665.5,17266.91,77.34,264.24,4.13,Temperate,17932.41,0.03853969588676337,204.36321600000002,0.01473533116853786,46.34
City 1167,48.18,64.26,4.02,10.94,714.98,24356.63,78.65,364.15,4.63,Temperate,25071.61,0.029353430526697383,286.403975,0.01452439631918333,48.18
City 1168,5.97,-65.68,7.07,6.83,1271.82,6060.04,75.36,108.39,3.63,Equatorial,7331.86,0.20983527579425312,81.682704,0.014783424669865491,5.97
City 1169,-59.17,125.32,2.61,7.13,452.08,6592.16,72.89,96.4,3.03,Temperate,7044.24,0.06856803111103021,70.26596,0.013684939752194702,59.17
City 1170,-22.69,160.98,5.34,4.63,929.18,1805.13,73.51,39.53,2.71,Tropical,2734.31,0.5144590920919313,29.058503,0.014457029378526942,22.69
City 1171,20.2,138.55,5.2,8.51,893.11,11295.91,73.43,167.94,3.85,Tropical,12189.02,0.07905790167399758,123.31834200000002,0.013777973947044142,20.2
City 1172,67.55,86.06,1.71,8.85,293.7,13555.46,73.27,199.37,3.48,Polar,13849.16,0.021664947928884088,146.078399,0.014395818952196378,67.55
City 1173,22.14,-80.11,5.61,5.46,991.79,3104.55,72.43,55.38,2.97,Tropical,4096.34,0.3193604997504467,40.111734000000006,0.013519385597875177,22.14
City 1174,-26.23,-78.62,4.53,10.56,811.18,21234.92,76.09,316.71,4.51,Tropical,22046.1,0.038198486338242,240.984639,0.014365806197014438,26.23
City 1175,22.42,166.81,5.22,6.12,908.56,4440.35,79.0,81.27,3.19,Tropical,5348.91,0.20456843076992354,64.2033,0.015193749754622904,22.42
City 1176,10.2,-176.3,5.79,3.2,994.46,619.26,73.07,21.39,2.39,Equatorial,1613.72,1.603295392254861,15.629672999999999,0.013255087623627395,10.2
City 1177,41.38,77.78,4.38,5.94,756.78,3994.61,71.87,67.94,2.93,Subtropical,4751.39,0.18940286964944025,48.828478000000004,0.01429897356352562,41.38
City 1178,-46.09,74.25,4.67,9.44,815.89,15507.6,78.39,244.99,4.17,Temperate,16323.49,0.052608875075764415,192.047661,0.015008432632972484,46.09
City 1179,38.93,44.17,3.62,4.56,626.59,1811.96,77.42,35.9,2.48,Subtropical,2438.55,0.3456171123466596,27.79378,0.014721863402431772,38.93
City 1180,10.36,176.44,5.35,4.42,921.65,1721.23,79.31,41.25,2.72,Equatorial,2642.88,0.5351491961004047,32.715375,0.015607973120232472,10.36
City 1181,65.19,-67.72,2.37,11.35,421.11,26547.04,71.66,381.29,4.45,Polar,26968.15,0.015862187943064723,273.232414,0.014138530080854637,65.19
City 1182,-15.56,-57.61,5.92,8.8,1006.67,12668.72,71.44,186.07,4.03,Tropical,13675.39,0.07945479458109572,132.928408,0.013606193315144942,15.56
City 1183,22.24,-151.58,5.55,7.89,973.86,9089.95,75.41,150.69,3.74,Tropical,10063.810000000001,0.10712411794146925,113.635329,0.014973454387553022,22.24
City 1184,61.16,-20.59,2.5,8.33,444.02,10696.13,76.14,153.79,3.42,Polar,11140.15,0.04150832980434939,117.09570599999999,0.013805020578717521,61.16
City 1185,-46.67,-86.02,3.63,11.61,627.2,29380.12,74.8,409.11,4.77,Temperate,30007.32,0.021347041909906772,306.01428,0.013633673383694379,46.67
City 1186,61.84,-56.38,2.85,9.44,502.57,16493.35,75.99,247.89,3.89,Polar,16995.92,0.03046922127880153,188.37161099999997,0.01458526516952304,61.84
City 1187,29.43,120.45,5.46,3.85,964.8,1134.26,71.8,28.2,2.5,Tropical,2099.06,0.8498493737117488,20.2476,0.013434585004716396,29.43
City 1188,-51.18,156.77,2.44,8.69,430.75,12069.35,74.8,176.97,3.53,Temperate,12500.1,0.03568662052053172,132.37356,0.01415748674010608,51.18
City 1189,-20.87,-113.14,5.35,9.68,934.1,17327.21,76.58,260.9,4.33,Tropical,18261.309999999998,0.05390631807901682,199.79721999999998,0.014287036362670587,20.87
City 1190,32.06,-45.9,4.86,7.62,843.48,8525.48,74.33,130.98,3.53,Subtropical,9368.96,0.09892476144903876,97.357434,0.013980206981351185,32.06
City 1191,-51.24,154.31,2.95,9.16,526.86,14616.1,76.79,228.45,3.81,Temperate,15142.960000000001,0.036044085352087626,175.426755,0.015086218282290911,51.24
City 1192,15.68,-157.75,6.77,9.66,1201.86,17014.87,74.51,260.44,4.51,Tropical,18216.73,0.07063171027987403,194.05384400000003,0.014296748099137441,15.68
City 1193,-15.04,-146.75,5.63,1.93,975.16,131.17,73.34,16.22,2.04,Tropical,1106.33,7.378073692971174,11.895748,0.014661086655880253,15.04
City 1194,20.72,-121.4,5.53,2.86,945.63,442.95,73.04,19.85,2.26,Tropical,1388.58,2.1300371663475617,14.498440000000002,0.014295179247864727,20.72
City 1195,-54.05,34.28,3.49,5.37,596.53,2904.71,74.11,48.13,2.65,Temperate,3501.24,0.20529577968895724,35.669143000000005,0.013746558362180257,54.05
City 1196,53.3,-125.83,2.97,10.26,508.28,21169.2,70.23,282.09,4.1,Temperate,21677.48,0.024009220508072665,198.111807,0.01301304395160323,53.3
City 1197,66.55,168.51,1.5,11.07,263.74,26501.48,76.69,383.24,4.31,Polar,26765.22,0.009951521517986242,293.906756,0.014318582100203174,66.55
City 1198,65.95,-19.18,2.17,14.45,369.83,55143.92,78.45,857.37,5.96,Polar,55513.75,0.006706510771980447,672.606765,0.015444281822071108,65.95
City 1199,37.45,0.55,4.89,8.35,848.28,10598.19,73.55,151.99,3.74,Subtropical,11446.470000000001,0.08003253078773,111.788645,0.01327832947624901,37.45
City 1200,-43.09,-91.2,3.82,7.3,677.34,7704.09,70.46,109.02,3.23,Subtropical,8381.43,0.08790812307189144,76.81549199999999,0.013007326911994731,43.09
City 1201,38.57,-10.45,3.88,7.86,670.43,9267.4,79.87,157.23,3.55,Subtropical,9937.83,0.07233503085753744,125.579601,0.01582136140384772,38.57
City 1202,-56.8,58.29,3.49,9.97,619.33,19565.98,72.64,282.68,4.13,Temperate,20185.31,0.03165179296958447,205.33875200000003,0.01400424368018128,56.8
City 1203,-57.12,90.42,2.84,5.53,503.25,3068.66,71.27,46.98,2.57,Temperate,3571.91,0.16394323801333047,33.482645999999995,0.013152627025876912,57.12
City 1204,-17.93,91.39,5.49,12.57,946.76,37831.67,73.7,526.94,5.43,Tropical,38778.43,0.02502493215519814,388.35478,0.013588482050459497,17.93
City 1205,3.52,28.04,6.83,5.65,1210.54,3444.83,77.39,71.06,3.27,Equatorial,4655.37,0.35130578119059847,54.993334000000004,0.015264092864799147,3.52
City 1206,40.15,145.57,4.57,8.54,811.9,12284.57,72.94,189.02,3.79,Subtropical,13096.47,0.06608565984321443,137.871188,0.014432896803489796,40.15
City 1207,28.83,114.27,6.17,8.42,1073.92,10864.5,75.75,167.41,3.99,Tropical,11938.42,0.09883760526436888,126.81307499999998,0.014022793636008784,28.83
City 1208,-2.03,92.54,7.27,5.98,1251.43,3945.73,74.16,72.61,3.38,Equatorial,5197.16,0.31708021577356443,53.847576,0.013971091904039898,2.03
City 1209,-24.43,-159.98,5.87,6.09,1028.49,4252.32,71.18,73.93,3.18,Tropical,5280.8099999999995,0.2418087517515729,52.62337400000001,0.013999746251048611,24.43
City 1210,69.63,-177.52,1.87,9.38,335.7,16307.96,73.3,238.42,3.69,Polar,16643.66,0.020583777261088385,174.76185999999998,0.014324974194377919,69.63
City 1211,-4.6,-103.52,6.17,5.96,1087.54,4204.63,77.25,80.24,3.26,Equatorial,5292.17,0.25859145954351664,61.9854,0.015162022384012605,4.6
City 1212,-1.32,58.87,6.94,5.1,1191.59,2645.24,76.12,55.6,3.11,Equatorial,3836.83,0.4502955136344398,42.32272,0.014491129395881496,1.32
City 1213,-38.73,-31.97,4.34,5.85,767.88,3983.94,71.2,67.07,2.89,Subtropical,4751.82,0.19269549855204846,47.75384,0.014114591882689159,38.73
City 1214,43.33,-35.13,3.43,11.88,597.4,30200.97,71.63,411.5,4.78,Subtropical,30798.370000000003,0.019780166658002772,294.75745,0.013361096707390682,43.33
City 1215,30.18,138.45,4.8,7.75,844.37,8427.21,76.41,129.73,3.58,Subtropical,9271.58,0.10018378754207596,99.12669299999999,0.013992221390528905,30.18
City 1216,-31.3,142.4,5.01,8.95,888.24,13136.14,78.13,212.77,4.05,Subtropical,14024.38,0.06761288986796213,166.237201,0.015171437168701934,31.3
City 1217,-49.29,147.3,3.73,12.41,653.28,35725.9,73.49,510.1,5.11,Temperate,36379.18,0.018285381603217743,374.87248999999997,0.014021756400226723,49.29
City 1218,28.46,-67.0,5.26,6.9,936.94,6461.84,75.95,110.76,3.4,Tropical,7398.780000000001,0.1449734172592854,84.12222000000001,0.014970035600463859,28.46
City 1219,25.09,68.78,5.39,7.3,955.12,7700.07,71.71,112.72,3.48,Tropical,8655.19,0.12402432389265389,80.83151199999999,0.01302339983293261,25.09
City 1220,-24.48,-82.21,5.03,8.47,886.59,11175.33,73.11,173.62,3.82,Tropical,12061.92,0.0793274715402999,126.933582,0.01439405998381684,24.48
City 1221,63.61,-111.38,2.29,8.55,392.79,12021.18,70.2,161.98,3.4,Polar,12413.970000000001,0.03267211104807947,113.70996,0.013048202951996822,63.61
City 1222,-40.36,-113.53,3.58,8.17,637.66,10822.11,77.68,171.9,3.58,Subtropical,11459.77,0.05891652214566792,133.53192,0.015000301053162498,40.36
City 1223,-3.8,-56.84,7.5,4.69,1345.19,1956.99,74.01,44.19,3.05,Equatorial,3302.1800000000003,0.6870259807251314,32.705019,0.013382068815146355,3.8
City 1224,62.67,-25.22,2.62,7.88,448.96,8898.15,78.16,140.41,3.33,Polar,9347.109999999999,0.05044976205592669,109.74445599999999,0.015021755387494104,62.67
City 1225,-5.44,119.14,6.51,10.34,1137.98,20897.03,77.08,330.1,4.77,Equatorial,22035.01,0.05445393656722668,254.44108,0.014980705704240663,5.44
City 1226,23.01,-136.84,4.93,2.78,850.0,404.01,78.29,18.4,2.21,Tropical,1254.01,2.09871361200958,14.40536,0.014672929242988492,23.01
City 1227,-8.31,84.57,7.5,1.59,1331.59,76.42,72.86,18.91,2.22,Equatorial,1408.01,17.199560836993022,13.777826,0.013430302341602687,8.31
City 1228,-24.35,11.32,4.76,9.72,843.32,17339.72,71.85,249.21,4.19,Tropical,18183.04,0.048632352059199385,179.05738499999998,0.013705628981732427,24.35
City 1229,67.92,-76.34,2.03,12.57,348.2,35860.78,79.72,567.68,5.06,Polar,36208.979999999996,0.009709501313097118,452.5544959999999,0.01567787880244072,67.92
City 1230,-6.79,-2.58,6.73,2.11,1203.63,188.77,77.17,20.04,2.29,Equatorial,1392.4,6.342572587869527,15.464868,0.014392415972421716,6.79
City 1231,56.23,-72.02,3.36,11.14,577.93,26398.05,78.34,391.07,4.62,Temperate,26975.98,0.021892075661813587,306.364238,0.014496971009023583,56.23
City 1232,-30.11,34.59,5.37,10.68,955.99,23082.7,70.13,312.86,4.59,Subtropical,24038.690000000002,0.0414140714010319,219.40871800000002,0.013014852306843676,30.11
City 1233,-32.3,-23.82,5.64,7.15,985.11,7289.5,73.54,121.09,3.51,Subtropical,8274.61,0.13512241958713395,89.04958600000002,0.014633922323831575,32.3
City 1234,-55.95,-120.81,3.34,16.09,578.14,76310.56,77.43,1114.38,6.9,Temperate,76888.7,0.007576047455981768,862.8644340000002,0.014493417108105614,55.95
City 1235,24.72,-138.03,4.74,2.16,813.61,185.6,70.78,12.74,1.94,Tropical,999.21,4.3601822079314045,9.017372,0.012750072557320283,24.72
City 1236,-12.09,16.81,6.03,6.94,1034.37,6567.3,75.67,112.54,3.52,Equatorial,7601.67,0.15747910418220845,85.15901800000002,0.014804641611645863,12.09
City 1237,52.37,144.87,3.49,12.15,616.09,33245.14,74.29,487.99,4.99,Temperate,33861.229999999996,0.018531173844542555,362.5277710000001,0.014411467037671108,52.37
City 1238,1.52,-56.18,7.5,6.38,1316.28,5089.81,70.18,82.08,3.49,Equatorial,6406.09,0.25856003268635047,57.603744000000006,0.012812807812565856,1.52
City 1239,65.87,83.88,1.69,10.08,289.46,18966.95,72.36,278.26,3.89,Polar,19256.41,0.015260478860393452,201.34893599999998,0.014450253188418817,65.87
City 1240,-35.88,57.12,5.09,6.86,870.96,5837.61,72.85,93.91,3.31,Subtropical,6708.57,0.14917249139778133,68.41343499999999,0.013998512350620176,35.88
City 1241,52.92,155.36,3.39,10.4,577.98,21425.92,71.12,297.35,4.23,Temperate,22003.899999999998,0.026974478833168745,211.47532000000004,0.013513513513513516,52.92
City 1242,40.96,115.55,4.55,10.14,807.68,19149.23,76.32,285.79,4.36,Subtropical,19956.91,0.042175994753065625,218.114928,0.014320353200971494,40.96
City 1243,40.22,23.98,4.13,9.53,732.14,16881.54,72.42,252.55,4.06,Subtropical,17613.68,0.04336669719129941,182.89671,0.014338287058695288,40.22
City 1244,49.82,56.53,3.09,11.58,527.32,29960.46,72.78,410.21,4.66,Temperate,30487.78,0.01759994339394676,298.550838,0.013454898979197567,49.82
City 1245,38.93,143.42,4.65,5.35,816.57,3032.63,78.98,56.46,2.87,Subtropical,3849.2000000000003,0.269172575429436,44.59210800000001,0.01466798295749766,38.93
City 1246,21.41,-36.17,5.83,5.57,995.8,3383.79,74.67,59.67,3.06,Tropical,4379.59,0.29419845839771447,44.555589,0.01362456302987266,21.41
City 1247,-42.94,-62.35,4.48,5.94,802.15,3855.64,73.92,67.2,2.96,Subtropical,4657.79,0.20799193079986725,49.67424,0.014427443057759153,42.94
City 1248,-55.77,-176.11,3.09,8.61,553.21,12518.63,77.24,193.76,3.65,Temperate,13071.84,0.044187408094328674,149.66022399999997,0.014822702848260075,55.77
City 1249,59.71,117.56,2.52,12.51,446.06,37745.12,79.1,580.54,5.12,Temperate,38191.18,0.011817373547267904,459.2071399999999,0.015200891933687306,59.71
City 1250,20.16,108.35,4.81,6.29,862.09,4804.17,70.25,73.39,3.07,Tropical,5666.26,0.17940884505647042,51.556475,0.012952105974664063,20.16
City 1251,43.55,-142.4,4.36,14.87,776.79,64684.95,74.48,941.13,6.46,Subtropical,65461.74,0.01200863556923876,700.953624,0.014376794750643658,43.55
City 1252,2.6,27.67,7.03,4.74,1253.36,2043.43,76.11,49.01,3.02,Equatorial,3296.79,0.6130608531473319,37.301511,0.01486597569150598,2.6
City 1253,-44.75,-12.97,3.38,8.62,594.67,12143.86,73.19,174.48,3.63,Subtropical,12738.53,0.04896474722639865,127.701912,0.013697027836021895,44.75
City 1254,-43.73,-137.26,3.67,8.64,635.12,12422.29,77.72,198.94,3.75,Subtropical,13057.410000000002,0.05112333367409116,154.616168,0.015235793315826031,43.73
City 1255,29.12,173.0,4.73,5.32,814.05,2796.53,79.71,53.81,2.88,Tropical,3610.58,0.2909888365808409,42.891951,0.014903422718787564,29.12
City 1256,-4.06,-102.71,5.97,4.26,1035.18,1421.22,79.43,38.08,2.77,Equatorial,2456.4,0.7278620747844918,30.246944000000003,0.01550236117896108,4.06
City 1257,-33.93,-155.8,4.22,10.21,743.21,20486.42,72.66,278.7,4.29,Subtropical,21229.629999999997,0.03627640766870597,202.50341999999998,0.013127878347385236,33.93
City 1258,3.91,34.15,6.16,4.68,1057.76,1887.73,72.26,40.66,2.83,Equatorial,2945.49,0.5600376972886543,29.380916,0.013804154826531408,3.91
City 1259,-51.65,85.99,3.18,7.18,548.49,6726.38,79.57,115.43,3.21,Temperate,7274.87,0.0815309972084229,91.847651,0.015866950199797385,51.65
City 1260,15.66,-168.32,5.53,3.25,966.81,619.61,74.59,23.62,2.38,Tropical,1586.42,1.5578382559095083,17.618158,0.014888869277997,15.66
City 1261,-25.03,57.14,4.43,5.38,764.17,2988.4,72.08,50.21,2.77,Tropical,3752.57,0.255626547133204,36.191368,0.01338016346130785,25.03
City 1262,43.68,11.63,4.95,8.55,871.25,11715.2,77.07,183.17,3.88,Subtropical,12586.45,0.07436284802239633,141.16911899999997,0.014552951785451813,43.68
City 1263,-19.65,-142.82,6.25,8.95,1120.3,13979.74,72.84,199.38,4.15,Tropical,15100.039999999999,0.08013166685025255,145.228392,0.013203938532613159,19.65
City 1264,-0.82,-117.89,6.55,1.0,1163.03,18.75,72.67,16.96,1.94,Equatorial,1181.78,58.88759493670886,12.324832,0.014351232885985549,0.82
City 1265,-58.49,24.47,3.04,9.05,537.41,14059.44,78.79,220.1,3.81,Temperate,14596.85,0.0382214212357508,173.41679,0.015078595724419995,58.49
City 1266,-50.58,-73.31,3.67,9.42,644.93,15721.53,71.62,220.03,3.92,Temperate,16366.460000000001,0.04101947968933752,157.58548600000003,0.01344395794814517,50.58
City 1267,-8.98,157.79,6.97,1.0,1218.43,19.3,70.64,15.94,1.97,Equatorial,1237.73,60.02118226600985,11.260016,0.01287841451689787,8.98
City 1268,2.39,114.75,6.42,2.16,1103.94,187.32,72.69,18.67,2.21,Equatorial,1291.26,5.862043330501275,13.571223,0.014458745721233525,2.39
City 1269,18.0,174.08,6.29,4.1,1124.84,1373.97,76.07,36.23,2.74,Tropical,2498.81,0.8180833036357156,27.560160999999994,0.0144989014771031,18.0
City 1270,-22.08,-86.52,5.18,4.22,893.5,1491.8,71.23,31.54,2.55,Tropical,2385.3,0.5985396570203644,22.465942,0.013222655431182659,22.08
City 1271,30.35,169.1,4.21,7.51,719.16,8357.52,74.72,126.82,3.41,Subtropical,9076.68,0.08603915525715078,94.75990399999999,0.01397206908252797,30.35
City 1272,51.82,-24.76,3.73,8.78,662.95,13429.72,76.27,199.3,3.78,Temperate,14092.67,0.049360719306187614,152.00611,0.014142103660981205,51.82
City 1273,41.38,-54.89,4.75,6.75,815.62,5811.71,78.49,99.89,3.3,Subtropical,6627.33,0.1403166509252999,78.403661,0.015072434902140077,41.38
City 1274,-54.85,-161.87,4.45,10.55,773.83,22427.12,72.3,333.13,4.48,Temperate,23200.95,0.03450266897091687,240.85298999999998,0.01435846376980253,54.85
City 1275,2.47,-161.0,6.23,8.55,1060.44,12196.41,78.17,204.3,4.11,Equatorial,13256.85,0.08693976836066018,159.70131,0.015410900779596963,2.47
City 1276,-46.36,69.12,4.1,12.73,703.36,40043.19,72.35,557.78,5.31,Temperate,40746.55,0.017564595513106896,403.55382999999995,0.013689011707739672,46.36
City 1277,-28.53,-15.15,4.8,2.05,823.92,169.54,76.77,14.99,1.99,Tropical,993.4599999999999,4.831241937375395,11.507822999999998,0.015088679966984077,28.53
City 1278,68.27,-98.45,2.61,12.27,445.64,35891.45,74.31,508.86,4.92,Polar,36337.09,0.012415981634020527,378.13386600000007,0.014003873177516418,68.27
